# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	89073	89678	-	YP_002406124.1	WP_000818231.1		3-isopropylmalate dehydratase small subunit	leuD	7152848	ECIAI39_0076	606	201	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	89689	91089	-					leuC	7151927	ECIAI39_0077	1401		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	89689	91089	-	YP_002406125.1	WP_001140652.1		isopropylmalate isomerase large subunit	leuC	7151927	ECIAI39_0077	1401	466	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	91092	92183	-					leuB	7151926	ECIAI39_0078	1092		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	91092	92183	-	YP_002406126.1	WP_000042356.1		3-isopropylmalate dehydrogenase	leuB	7151926	ECIAI39_0078	1092	363	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	92183	93754	-					leuA	7151925	ECIAI39_0079	1572		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	92183	93754	-	YP_002406127.1	WP_000082846.1		2-isopropylmalate synthase	leuA	7151925	ECIAI39_0079	1572	523	
gene	misc_RNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	93798	93947	-						7151924	ECIAI39_misc_RNA_6	150		
misc_RNA		GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	93798	93947	-				Leu_leader		7151924	ECIAI39_misc_RNA_6	150		
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	93847	93933	-					leuL	7150539	ECIAI39_4937	87		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	93847	93933	-	YP_002406128.1	WP_001300467.1		leu operon leader peptide	leuL	7150539	ECIAI39_4937	87	28	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	94592	95536	+					leuO	7151928	ECIAI39_0080	945		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	94592	95536	+	YP_002406129.1	WP_001361829.1		leucine transcriptional activator	leuO	7151928	ECIAI39_0080	945	314	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	95852	97576	+					ilvI	7151929	ECIAI39_0081	1725		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	95852	97576	+	YP_002406130.1	WP_000425651.1		acetolactate synthase 3 catalytic subunit	ilvI	7151929	ECIAI39_0081	1725	574	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	97579	98070	+					ilvH	7151770	ECIAI39_0082	492		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	97579	98070	+	YP_002406131.1	WP_001353460.1		acetolactate synthase small subunit	ilvH	7151770	ECIAI39_0082	492	163	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	98250	99254	+					fruR	7151769	ECIAI39_0083	1005		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	98250	99254	+	YP_002406132.1	WP_000762401.1		DNA-binding transcriptional regulator FruR	fruR	7151769	ECIAI39_0083	1005	334	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	99856	100314	+					mraZ	7151422	ECIAI39_0084	459		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	99856	100314	+	YP_002406133.1	WP_001295770.1		cell division protein MraZ	mraZ	7151422	ECIAI39_0084	459	152	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	100316	101257	+					mraW	7152121	ECIAI39_0085	942		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	100316	101257	+	YP_002406134.1	WP_000970463.1		S-adenosyl-methyltransferase MraW	mraW	7152121	ECIAI39_0085	942	313	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	101254	101619	+					ftsL	7152119	ECIAI39_0086	366		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	101254	101619	+	YP_002406135.1	WP_000625658.1		cell division protein FtsL	ftsL	7152119	ECIAI39_0086	366	121	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	101635	103401	+					ftsI	7151439	ECIAI39_0087	1767		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	101635	103401	+	YP_002406136.1	WP_000642212.1		transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)	ftsI	7151439	ECIAI39_0087	1767	588	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	103388	104875	+					murE	7151437	ECIAI39_0088	1488		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	103388	104875	+	YP_002406137.1	WP_000785125.1		UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	murE	7151437	ECIAI39_0088	1488	495	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	104872	106230	+					murF	7152149	ECIAI39_0089	1359		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	104872	106230	+	YP_002406138.1	WP_000626668.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF	7152149	ECIAI39_0089	1359	452	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	106224	107306	+					mraY	7152150	ECIAI39_0090	1083		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	106224	107306	+	YP_002406139.1	WP_000964122.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY	7152150	ECIAI39_0090	1083	360	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	107309	108625	+					murD	7152120	ECIAI39_0091	1317		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	107309	108625	+	YP_002406140.1	WP_000796455.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	murD	7152120	ECIAI39_0091	1317	438	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	108625	109869	+					ftsW	7152148	ECIAI39_0092	1245		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	108625	109869	+	YP_002406141.1	WP_001295532.1		cell division protein FtsW	ftsW	7152148	ECIAI39_0092	1245	414	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	109866	110933	+					murG	7151442	ECIAI39_0093	1068		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	109866	110933	+	YP_002406142.1	WP_000016564.1		undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	murG	7151442	ECIAI39_0093	1068	355	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	110987	112462	+					murC	7152151	ECIAI39_0094	1476		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	110987	112462	+	YP_002406143.1	WP_001096047.1		UDP-N-acetylmuramate--L-alanine ligase	murC	7152151	ECIAI39_0094	1476	491	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	112455	113375	+					ddl	7152147	ECIAI39_0095	921		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	112455	113375	+	YP_002406144.1	WP_000130067.1		D-alanine--D-alanine ligase	ddl	7152147	ECIAI39_0095	921	306	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	113377	114207	+					ftsQ	7151103	ECIAI39_0096	831		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	113377	114207	+	YP_002406145.1	WP_000075738.1		cell division protein FtsQ	ftsQ	7151103	ECIAI39_0096	831	276	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	114204	115466	+					ftsA	7151441	ECIAI39_0097	1263		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	114204	115466	+	YP_002406146.1	WP_000588474.1		cell division protein FtsA	ftsA	7151441	ECIAI39_0097	1263	420	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	115528	116679	+					ftsZ	7151433	ECIAI39_0098	1152		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	115528	116679	+	YP_002406147.1	WP_000462776.1		cell division protein FtsZ	ftsZ	7151433	ECIAI39_0098	1152	383	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	116780	117697	+					lpxC	7151445	ECIAI39_0099	918		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	116780	117697	+	YP_002406148.1	WP_000595482.1		UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	lpxC	7151445	ECIAI39_0099	918	305	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	117928	118440	+					secM	7151967	ECIAI39_0100	513		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	117928	118440	+	YP_002406149.1	WP_000014316.1		SecA regulator SecM	secM	7151967	ECIAI39_0100	513	170	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	118502	121207	+					secA	7152824	ECIAI39_0101	2706		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	118502	121207	+	YP_002406150.1	WP_000905780.1		preprotein translocase subunit SecA	secA	7152824	ECIAI39_0101	2706	901	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	121267	121665	+					mutT	7152818	ECIAI39_0102	399		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	121267	121665	+	YP_002406151.1	WP_000736037.1		nucleoside triphosphate pyrophosphohydrolase	mutT	7152818	ECIAI39_0102	399	132	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	121960	122703	-					yacF	7152159	ECIAI39_0103	744		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	121960	122703	-	YP_002406152.1	WP_001194736.1		hypothetical protein	yacF	7152159	ECIAI39_0103	744	247	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	122703	123323	-					coaE	7153199	ECIAI39_0104	621		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	122703	123323	-	YP_002406153.1	WP_001269524.1		dephospho-CoA kinase	coaE	7153199	ECIAI39_0104	621	206	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	123548	124591	+					guaC	7150975	ECIAI39_0105	1044		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	123548	124591	+	YP_002406154.1	WP_001217337.1		guanosine 5'-monophosphate oxidoreductase	guaC	7150975	ECIAI39_0105	1044	347	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	124626	125828	-					hofC	7151598	ECIAI39_0106	1203		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	124626	125828	-	YP_002406155.1	WP_000157220.1		type IV pilin biogenesis protein	hofC	7151598	ECIAI39_0106	1203	400	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	125818	127203	-					hofB	7151665	ECIAI39_0107	1386		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	125818	127203	-	YP_002406156.1	WP_001025161.1		hypothetical protein	hofB	7151665	ECIAI39_0107	1386	461	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	127213	127653	-					ppdD	7151664	ECIAI39_0108	441		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	127213	127653	-	YP_002406157.1	WP_000360914.1		putative major pilin subunit	ppdD	7151664	ECIAI39_0108	441	146	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	127856	128749	-					nadC	7152457	ECIAI39_0109	894		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	127856	128749	-	YP_002406158.1	WP_001135167.1		quinolinate phosphoribosyltransferase	nadC	7152457	ECIAI39_0109	894	297	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	128837	129388	+					ampD	7152167	ECIAI39_0110	552		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	128837	129388	+	YP_002406159.1	WP_000923703.1		N-acetyl-anhydromuranmyl-L-alanine amidase	ampD	7152167	ECIAI39_0110	552	183	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	129385	130239	+					ampE	7150730	ECIAI39_0111	855		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	129385	130239	+	YP_002406160.1	WP_000171985.1		regulatory protein AmpE	ampE	7150730	ECIAI39_0111	855	284	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	130282	131655	-					aroP	7150731	ECIAI39_0112	1374		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	130282	131655	-	YP_002406161.1	WP_012602166.1		aromatic amino acid transporter	aroP	7150731	ECIAI39_0112	1374	457	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	132196	132960	+					pdhR	7150786	ECIAI39_0113	765		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	132196	132960	+	YP_002406162.1	WP_000331776.1		transcriptional regulator PdhR	pdhR	7150786	ECIAI39_0113	765	254	
gene	misc_RNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	132801	132961	-					tp2	7152354	ECIAI39_misc_RNA_7	161		
misc_RNA		GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	132801	132961	-				Tp2	tp2	7152354	ECIAI39_misc_RNA_7	161		
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	133121	135784	+					aceE	7153012	ECIAI39_0114	2664		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	133121	135784	+	YP_002406163.1	WP_000003822.1		pyruvate dehydrogenase subunit E1	aceE	7153012	ECIAI39_0114	2664	887	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	135799	137691	+					aceF	7150662	ECIAI39_0115	1893		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	135799	137691	+	YP_002406164.1	WP_000963533.1		dihydrolipoamide acetyltransferase	aceF	7150662	ECIAI39_0115	1893	630	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	137899	139323	+					lpd	7150663	ECIAI39_0116	1425		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	137899	139323	+	YP_002406165.1	WP_000102485.1		dihydrolipoamide dehydrogenase	lpd	7150663	ECIAI39_0116	1425	474	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	139394	141247	-					yacH	7151957	ECIAI39_0117	1854		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	139394	141247	-	YP_002406166.1	WP_000784437.1		hypothetical protein	yacH	7151957	ECIAI39_0117	1854	617	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	141602	144199	+					acnB	7153200	ECIAI39_0118	2598		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	141602	144199	+	YP_002406167.1	WP_001295775.1		aconitate hydratase B	acnB	7153200	ECIAI39_0118	2598	865	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	144374	144736	+					yacL	7150667	ECIAI39_0119	363		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	144374	144736	+	YP_002406168.1	WP_000384306.1		hypothetical protein	yacL	7150667	ECIAI39_0119	363	120	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	144774	145568	-					speD	7153201	ECIAI39_0120	795		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	144774	145568	-	YP_002406169.1	WP_000734287.1		S-adenosylmethionine decarboxylase	speD	7153201	ECIAI39_0120	795	264	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	145584	146450	-					speE	7152882	ECIAI39_0121	867		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	145584	146450	-	YP_002406170.1	WP_000818414.1		spermidine synthase	speE	7152882	ECIAI39_0121	867	288	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	146556	147074	-					yacC	7152883	ECIAI39_0122	519		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	146556	147074	-	YP_002406171.1	WP_000556563.1		hypothetical protein	yacC	7152883	ECIAI39_0122	519	172	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	147069	148619	+					cueO	7153198	ECIAI39_0123	1551		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	147069	148619	+	YP_002406172.1	WP_001189642.1		multicopper oxidase	cueO	7153198	ECIAI39_0123	1551	516	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	148666	151056	-					gcd	7151026	ECIAI39_0124	2391		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	148666	151056	-	YP_002406173.1	WP_012602167.1		glucose dehydrogenase	gcd	7151026	ECIAI39_0124	2391	796	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	151262	151798	+					hpt	7151493	ECIAI39_0125	537		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	151262	151798	+	YP_002406174.1	WP_000683335.1		hypoxanthine phosphoribosyltransferase	hpt	7151493	ECIAI39_0125	537	178	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	151839	152501	-					can	7151672	ECIAI39_0126	663		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	151839	152501	-	YP_002406175.1	WP_000651604.1		carbonic anhydrase	can	7151672	ECIAI39_0126	663	220	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	152610	153536	+					yadG	7150901	ECIAI39_0127	927		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	152610	153536	+	YP_002406176.1	WP_000150637.1		putative ABC transporter ATP-binding protein	yadG	7150901	ECIAI39_0127	927	308	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	153533	154303	+					yadH	7153207	ECIAI39_0128	771		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	153533	154303	+	YP_002406177.1	WP_000972208.1		ABC transporter permease	yadH	7153207	ECIAI39_0128	771	256	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	154408	154848	+					yadI	7153208	ECIAI39_0129	441		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	154408	154848	+	YP_002406178.1	WP_000901983.1		putative PTS Enzyme IIA	yadI	7153208	ECIAI39_0129	441	146	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	154912	156141	+					yadE	7153209	ECIAI39_0130	1230		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	154912	156141	+	YP_002406179.1	WP_000277890.1		putative exported polysaccharide deacetylase	yadE	7153209	ECIAI39_0130	1230	409	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	156145	156525	-					panD	7153206	ECIAI39_0131	381		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	156145	156525	-	YP_002406180.1	WP_000621515.1		aspartate alpha-decarboxylase	panD	7153206	ECIAI39_0131	381	126	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	156799	157731	+					yadD	7152325	ECIAI39_0132	933		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	156799	157731	+	YP_002406181.1	WP_000339911.1		putative transposase	yadD	7152325	ECIAI39_0132	933	310	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	158091	158942	-					panC	7153205	ECIAI39_0134	852		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	158091	158942	-	YP_002406182.1	WP_000905379.1		pantoate--beta-alanine ligase	panC	7153205	ECIAI39_0134	852	283	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	158954	159748	-					panB	7152324	ECIAI39_0135	795		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	158954	159748	-	YP_002406183.1	WP_000805461.1		3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	7152324	ECIAI39_0135	795	264	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	159860	160291	-					yadC	7152323	ECIAI39_0136	432		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	160377	160703	+						7153203	ECIAI39_0137	327		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	160377	160703	+	YP_002406184.1	WP_000165309.1		transposase ORF A, IS629		7153203	ECIAI39_0137	327	108	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	160700	161590	+						7149518	ECIAI39_0138	891		
